method,method_label,month,mean,std,count,metric,ci95
fl_imdr,FL-IMDR (proposed),110,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),111,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),112,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),113,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),114,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),115,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),116,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),117,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),118,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),119,0.98,0.0,50,insured_pct,0.0
fl_imdr,FL-IMDR (proposed),120,0.98,0.0,50,insured_pct,0.0
piontkowski_small_portfolio,Piontkowski small-portfolio-aligned (2025),1,0.07,0.016536909861128896,50,insured_pct,0.004583797552248572
piontkowski_small_portfolio,Piontkowski small-portfolio-aligned (2025),2,0.07060000000000001,0.0175441134961943,50,insured_pct,0.004862980156241644
piontkowski_small_portfolio,Piontkowski small-portfolio-aligned (2025),3,0.0708,0.016883756231650462,50,insured_pct,0.0046799384611338635
piontkowski_small_portfolio,Piontkowski small-portfolio-aligned (2025),4,0.0716,0.016946494430099338,50,insured_pct,0.004697328602514413
piontkowski_small_portfolio,Piontkowski small-portfolio-aligned (2025),5,0.07,0.01873553864086286,50,insured_pct,0.005193226357477593
piontkowski_small_portfolio,Piontkowski small-portfolio-aligned (2025),6,0.7042,0.05038990828670812,50,insured_pct,0.013967369974336608
piontkowski_small_portfolio,Piontkowski small-portfolio-aligned (2025),7,0.6964,0.05397505092585814,50,insured_pct,0.014961120813628902
piontkowski_small_portfolio,Piontkowski small-portfolio-aligned (2025),8,0.7016,0.055156919006464765,50,insured_pct,0.015288717931860733
piontkowski_small_portfolio,Piontkowski small-portfolio-aligned (2025),9,0.7014,0.053984502689311174,50,insured_pct,0.014963740708793373
piontkowski_small_portfolio,Piontkowski small-portfolio-aligned (2025),10,0.7012,0.052901139990031376,50,insured_pct,0.014663447889224414
piontkowski_small_portfolio,Piontkowski small-portfolio-aligned (2025),11,0.6970000000000001,0.05478156996804001,50,insured_pct,0.015184676486510992
piontkowski_small_portfolio,Piontkowski small-portfolio-aligned (2025),12,0.6995999999999999,0.04981434921541282,50,insured_pct,0.013807833139200365
piontkowski_small_portfolio,Piontkowski small-portfolio-aligned (2025),13,0.7016,0.046614353574662724,50,insured_pct,0.012920839601202386
piontkowski_small_portfolio,Piontkowski small-portfolio-aligned (2025),14,0.6990000000000001,0.050030602879535604,50,insured_pct,0.013867775596684567
piontkowski_small_portfolio,Piontkowski small-portfolio-aligned (2025),15,0.7008,0.055285529715454175,50,insured_pct,0.015324367001608906
piontkowski_small_portfolio,Piontkowski small-portfolio-aligned (2025),16,0.6986,0.052915411897919984,50,insured_pct,0.014667403860261026
piontkowski_small_portfolio,Piontkowski small-portfolio-aligned (2025),17,0.7038,0.05058393711325318,50,insured_pct,0.014021152021142916
piontkowski_small_portfolio,Piontkowski small-portfolio-aligned (2025),18,0.6995999999999999,0.050384642947012705,50,insured_pct,0.013965910496634289
piontkowski_small_portfolio,Piontkowski small-portfolio-aligned (2025),19,0.6988,0.049472317553169415,50,insured_pct,0.01371302679936126
piontkowski_small_portfolio,Piontkowski small-portfolio-aligned (2025),20,0.6914,0.051547877487529856,50,insured_pct,0.014288342661064646
piontkowski_small_portfolio,Piontkowski small-portfolio-aligned (2025),21,0.6954,0.048747998389049536,50,insured_pct,0.013512255770225785
piontkowski_small_portfolio,Piontkowski small-portfolio-aligned (2025),22,0.6984,0.05100460163313799,50,insured_pct,0.014137754277112047
