seed,sigma,final_mse,mse_auc,convergence_month,insurer_gap,group_gap,worst_group_mse
43,0.01,0.0027202326879389796,0.001673142325090792,82,0.0011241260007810738,0.003857174761306434,0.004944475124998648
43,0.05,0.02737680157596959,0.010633954815724106,93,0.025758977384052424,0.009422896871926701,0.03184315326151514
43,0.1,0.10733623838364073,0.0377104564465345,93,0.10445987875454259,0.0379445651719509,0.1282051732901845
44,0.0,0.0005196357064761748,0.0013179663224773478,33,9.52709878743213e-06,0.0005435779933205682,0.0008587200876597754
44,0.01,0.0027825980354838215,0.002134783274522725,16,0.002090439449538065,0.0015741999385486985,0.003718553469213759
44,0.05,0.016503410706466555,0.015608325477522932,66,0.010737942277885172,0.019425249424334805,0.028598298886986
44,0.1,0.03067653890477562,0.04777399994252829,43,0.01101165206067528,0.02214634912025107,0.04402630750065632
45,0.0,0.0022006300543047346,0.0013407823865882638,112,5.9414694157889214e-05,0.006344555106533004,0.006861472946653085
45,0.01,0.0021428637879131805,0.001898791301275956,81,2.0244206220327264e-05,0.005390466804200638,0.006086011205855307
45,0.05,0.004469833447129269,0.00808196972998268,84,0.000511265849406115,0.004375201558895825,0.006972908067642417
45,0.1,0.011054548485303118,0.01798740290316397,30,0.0022763287579489182,0.010924726980179631,0.017287371171944836
46,0.0,0.0011348697793547367,0.0013926608408566666,7,1.1530156543166074e-05,0.0018643483944816425,0.0023785348377385355
46,0.01,0.0020074870328199604,0.0021905219499010926,10,0.0006645799924855334,0.0017773970188170248,0.0030656101780430042
46,0.05,0.020392394651870052,0.019120361851956456,27,0.013942456337253634,0.006547403394391448,0.023442974729075257
46,0.1,0.07826326952343429,0.06886637470052392,27,0.05571439894416028,0.02150265697902319,0.08750844278197586
47,0.0,0.0007677439783389909,0.0017696073414093787,52,5.9702146165652205e-05,0.0006116839673657914,0.001138416605892235
47,0.01,0.0009154856064504419,0.002487515107972771,114,9.404399196955495e-05,0.0005367927591282456,0.001245746920684145
47,0.05,0.003464632108738762,0.01613320992749343,120,0.00047257238177737164,0.0015380624221386665,0.004245593011831761
47,0.1,0.010778692920219015,0.05310013189092779,31,0.001314895233048052,0.0061764192706840184,0.01430376993723215
48,0.0,0.0014273237057440126,0.0013321507895228178,13,2.2822652604407918e-05,0.002243269395547957,0.002841706620968763
48,0.01,0.0022008816803485687,0.0018701974690432139,50,0.0009961940567351456,0.0011506050008218203,0.002799761225484288
48,0.05,0.024521548185959738,0.011220702970054772,113,0.02185911956229988,0.016759733039445533,0.032565790149610696
48,0.1,0.0935418240491509,0.03318712990914854,72,0.0846659924344392,0.06829702727999098,0.12869115449053237
49,0.0,0.0015533403032608002,0.0012783042799437466,52,5.790951989928285e-05,0.00397943770057429,0.0043898691125268
49,0.01,0.0026135281638207846,0.0021390871105575054,113,0.001086760325530989,0.0036640958223361298,0.005140653943479732
49,0.05,0.024709550887544247,0.02017158662049527,12,0.02231018193822462,0.010488549636564266,0.029855876671607086
49,0.1,0.09259046129700062,0.0711147255940369,21,0.08788980328726877,0.042206307891876196,0.11667002239949475
