seed,mechanism,insured_pct,accepted_premium,accepted_coverage,profit_per_insurer,subsidy_total,hhi,override_residual,assignment_override_rate,premium_override,coverage_override
41,FL-IMDR restricted,0.9640000000000001,219.90972683654564,0.7575433594477896,1633.578549790725,594.705843429008,0.5214925740088324,0.0,0.0,0.0,0.0
42,Bayesian direct mechanism,0.67,214.98766131377843,0.7912571840081867,967.986510085588,0.0,0.7995145517409925,0.3314718517927524,0.279,0.05840182297244171,0.046541880613063066
42,Central welfare planner,1.0,221.25359038893134,0.7828742899325298,1265.5076183954461,177.28090632432153,0.36428000000000005,0.3762191201975143,0.31,0.10466057493358168,0.027777665461446915
42,FL-IMDR restricted,1.0,218.88406354294543,0.7520699039764385,1684.941266731331,773.7834305848926,0.5597,0.0,0.0,0.0,0.0
43,Bayesian direct mechanism,0.746,212.8690684502165,0.7942327105829512,1075.0314365084255,0.0,0.6759614275045405,0.3720287025432383,0.32,0.0602878869646921,0.04376951812178442
43,Central welfare planner,1.0,218.83526602114776,0.7865770622914262,1262.1998622790638,141.26182932657213,0.40906000000000003,0.3159175084193531,0.246,0.10714495748171989,0.032690059356986344
43,FL-IMDR restricted,0.99,217.03068435472224,0.7607091705226405,1671.4870414850461,679.5259238570713,0.5181308029792878,0.0,0.0,0.0,0.0
44,Bayesian direct mechanism,0.725,213.8681702475219,0.7950844184785297,1046.0221184261068,0.0,0.702343445209779,0.3421258614818913,0.29100000000000004,0.05970470172797282,0.04254702123580975
44,Central welfare planner,1.0,219.5941051945832,0.7875819273281669,1263.476505304877,172.61592615132702,0.40998,0.34162205896010145,0.27199999999999996,0.10655766984949108,0.03268644807071175
44,FL-IMDR restricted,0.991,218.02028605876444,0.7581499064128534,1670.3294900242465,632.8598934307547,0.5462014929168759,0.0,0.0,0.0,0.0
45,Bayesian direct mechanism,0.663,217.53838764069056,0.7912556172613779,960.8177745245196,0.0,0.8232659138049947,0.3246426784971572,0.272,0.056564104712461614,0.04872125228185284
45,Central welfare planner,1.0,222.9982628611627,0.7813921138159297,1268.4312970309804,248.40266448606957,0.35660000000000003,0.3221722797765609,0.257,0.1022394762188111,0.028105083334310704
45,FL-IMDR restricted,0.959,221.95505355857625,0.7481167887377016,1619.7622631199501,621.0069313537468,0.5613829552771697,0.0,0.0,0.0,0.0
46,Bayesian direct mechanism,0.712,217.22856190361108,0.7933607525444533,1031.4595023684383,0.0,0.7873265602127927,0.3640972232087886,0.311,0.05726515966821436,0.04892928674936289
46,Central welfare planner,1.0,223.52499010292496,0.786357930197898,1267.8540488929468,147.24109671501654,0.41696,0.23422495338082502,0.167,0.10355750231929692,0.030892404442353128
